author;district;street;house_number;underground;floor;floors_count;rooms_count;total_meters;price_per_month;materials
Фирая Диогенова;Приморский;Шаврова;7К1;Комендантский проспект;9;10;1;45.0;30000;панельный
ID 127237002;Приморский;шоссе Суздальское;24к3;Проспект Просвещения;6;7;1;35.0;35000;панельный
Дмитрий Белоус;Красногвардейский;Полюстрово;8к2;Девяткино;7;23;1;21.0;20000;панельный
ID 102631647;Красносельский;Ленинский проспект;57к2;Ленинский проспект;3;18;1;40.0;26000;панельный
Екатерина Николаева;Невский;Архивная;11к2;Улица Дыбенко;4;24;1;35.6;39000;панельный
Ольга      Шадрунова;Красногвардейский;Стасовой;4к1;Ладожская;10;10;2;78.0;60000;панельный
ID 100749148;Приморский;Серебристый бульвар;5К1;Пионерская;6;9;2;52.0;30000;панельный
Невские Берега;Красногвардейский;проспект Маршака;14к2;Девяткино;7;18;2;59.0;40000;панельный
Кирилл Силин;Красногвардейский;Пейзажная;4к1;Девяткино;24;25;1;34.0;30000;панельный
Адвекс;Калининский;Замшина;31;Лесная;9;9;1;31.5;30000;панельный
Arca;Выборгский;проспект Художников;29К1;Проспект Просвещения;9;15;1;32.0;33000;панельный
RedHome;Красногвардейский;Полюстрово;25к2;Девяткино;9;18;1;20.82;25000;панельный
Capital Mars;Невский;Крыленко;1к1с1;Улица Дыбенко;10;12;1;25.0;30000;панельный
Галина Шевченко;Выборгский;проспект Тореза;44к2;Политехническая;12;14;1;47.0;53000;панельный
МАКРОМИР НЕДВИЖИМОСТЬ;Приморский;Лидии Зверевой;5к1;Комендантский проспект;6;25;2;51.1;58000;панельный
КАПИТАЛ;Приморский;аллея Поликарпова;3к1;Пионерская;2;12;3;63.0;60000;панельный
Запстрой недвижимость;Кировский;Козлова;37К2;Проспект Ветеранов;1;5;2;46.0;33000;панельный
ID 131090370;Колпинский;Братьев Радченко;19;Шушары;7;12;1;32.0;30000;панельный
Надежда Юркина;Петродворцовый;Парковая;14к4;Проспект Ветеранов;4;5;3;55.0;49990;панельный
Будь первым;Невский;проспект Большевиков;75К2;Ломоносовская;5;5;2;45.0;40000;панельный
Capital Mars;Невский;Архивная;7;Улица Дыбенко;20;25;1;40.0;40000;панельный
Панорама;Приморский;Маршала Новикова;2К1;Комендантский проспект;4;12;2;52.4;52000;панельный
Павел Плетнев;Красносельский;Маршала Захарова;35К1;Ленинский проспект;3;9;1;40.0;53000;панельный
Этажи Санкт-Петербург;Приморский;проспект Королева;73;Комендантский проспект;15;19;1;39.5;35000;панельный
Елена Носова;Невский;проспект Солидарности;15К1;Улица Дыбенко;4;9;2;47.0;45000;панельный
Александр Симоненко;Приморский;Богатырский проспект;48к1;Комендантский проспект;3;17;2;62.4;45000;панельный
ID 113344093;Красногвардейский;Ленская;3К2;Проспект Большевиков;10;12;2;52.0;40000;панельный
Анжелика Щербакова;Выборгский;проспект Тореза;44к2;Политехническая;8;16;3;93.0;85000;панельный
Дмитрий Локтев;Московский;Пулковское шоссе;30К2;Звездная;8;9;2;67.09;65000;панельный
ID 12904745;Фрунзенский;Купчинская;19К2;Купчино;5;9;2;45.0;37000;панельный
Ольга Гергая;Приморский;Вербная;18К1;Озерки;4;12;3;80.0;70000;панельный
Активы Петербурга;Красносельский;Ленинский проспект;92К3;Ленинский проспект;10;12;2;55.5;50000;панельный
ID 87692786;Приморский;Богатырский проспект;50к1;Комендантский проспект;10;17;1;39.0;30000;панельный
ID 72101679;Невский;Народная;5к2;Ломоносовская;16;16;1;40.0;40000;панельный
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;Кировский;Генерала Симоняка;8К2;Проспект Ветеранов;6;9;1;31.9;24000;панельный
ID 91819979;Невский;Искровский проспект;9;Проспект Большевиков;3;9;2;56.7;37000;панельный
Созвездие Недвижимости;Приморский;проспект Орлово-Денисовский;15к1;Проспект Просвещения;5;15;1;33.0;25000;панельный
ID 1528432;Калининский;проспект Науки;10К2;Академическая;6;9;2;50.0;35000;панельный
ID 35794188;Фрунзенский;Турку;19К2;Проспект Славы;4;5;2;45.0;33000;панельный
ID 2978956;Петродворцовый;Победы;34к1;;4;10;1;37.0;23000;панельный
Центр жилья и Права;Калининский;Учительская;9К1;Гражданский проспект;2;10;3;57.25;35000;панельный
Три Кита;Приморский;проспект Королева;64к1;Комендантский проспект;10;21;1;32.8;25000;панельный
Rielt Group Agency;Красногвардейский;Заневский проспект;59;Новочеркасская;9;9;2;49.0;45000;панельный
Итака;Приморский;аллея Котельникова;3;Пионерская;8;9;3;60.4;45000;панельный
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;Калининский;проспект Маршала Блюхера;29;Лесная;1;5;2;44.77;32000;панельный
Этажи Санкт-Петербург;Красногвардейский;шоссе Революции;29;Ладожская;1;5;2;45.0;35000;панельный
ID 82181102;Фрунзенский;Пражская;15;Международная;7;9;2;50.0;38000;панельный
Capital Mars;Приморский;Стародеревенская;21к1;Комендантский проспект;11;16;1;39.0;40000;панельный
ID 7069714;Невский;проспект Большевиков;5;Проспект Большевиков;4;9;1;30.0;32000;панельный
Елисеевский квартал;Приморский;Камышовая;32К1;Комендантский проспект;11;12;1;39.0;29000;панельный
ID 12722010;Василеостровский;Среднегаванский проспект;2/20Б;Горный институт;4;5;1;32.0;50000;панельный
ID 7181212;Выборгский;проспект Просвещения;30К1;Проспект Просвещения;6;10;3;60.0;45000;панельный
ID 46888356;Красногвардейский;Пейзажная;6;Девяткино;10;26;2;54.0;35000;панельный
ID 108172365;Красногвардейский;Полюстрово;12к2;Девяткино;22;25;1;28.0;22000;панельный
АЛЬЯНС ПЛЮС;Колпинский;Машиностроителей;6;Шушары;4;9;1;33.0;25000;панельный
Ампир Недвижимость;Московский;Московский проспект;224;Московская;17;22;1;32.2;45000;панельный
ID 102578377;Красногвардейский;Полюстрово;12к1;Девяткино;16;25;1;22.0;21000;панельный
Гранит Инвест;Кировский;проспект Ветеранов;67К4;Проспект Ветеранов;2;5;3;41.7;25000;панельный
Озерки;Невский;Народная;96;Ломоносовская;2;5;2;45.5;35000;панельный
ID 131286627;Калининский;Брянцева;14;Гражданский проспект;3;5;1;34.0;30000;панельный
ID 288052;Московский;проспект Юрия Гагарина;20К5;Московская;3;5;2;45.0;35000;панельный
Capital Mars;Выборгский;Сикейроса;17К2;Озерки;8;9;2;46.0;40000;панельный
ID 114329677;Красногвардейский;Полюстрово;25к3;Гражданский проспект;19;25;1;32.0;26000;панельный
Адвекс;Московский;Ленсовета;56;Звездная;2;5;2;41.8;35000;панельный
ID 45574951;Кировский;Ленинский проспект;110К1;Ленинский проспект;2;9;2;43.9;34000;панельный
ID 17279994;Приморский;Комендантский проспект;16к1;Комендантский проспект;12;17;2;61.6;50000;панельный
Адвекс;Приморский;Богатырский проспект;9;Пионерская;6;12;1;35.5;35000;панельный
ID 95869347;Фрунзенский;Бухарестская;86К2;Проспект Славы;2;5;2;55.0;50000;панельный
ID 106729403;Красносельский;Тамбасова;2К1;Проспект Ветеранов;2;9;1;31.72;24000;панельный
Большая недвижимость;Невский;Крыленко;43к3;Улица Дыбенко;1;10;2;57.3;45000;панельный
ID 11431906;Красногвардейский;Стасовой;2;Ладожская;12;14;1;38.0;25000;панельный
ID 87606522;Петродворцовый;Красного Флота;30а;;5;5;1;32.0;21000;панельный
Этажи Санкт-Петербург;Красногвардейский;Полюстрово;9к1;Девяткино;9;11;1;33.8;27000;панельный
ID 54218770;Фрунзенский;Будапештская;36к1;Международная;5;9;3;64.8;45000;панельный
ID 75623072;Красногвардейский;аллея Евгения Шварца;5;Гражданский проспект;21;21;1;36.0;30000;панельный
ID 100749148;Кировский;проспект Маршала Жукова;32К1;Автово;7;9;1;31.0;27000;панельный
ID 11348991;Невский;Подвойского;24к3;Улица Дыбенко;17;17;1;35.0;35000;панельный
ID 99646678;Красногвардейский;Полюстрово;12к1;Девяткино;10;25;1;20.1;20000;панельный
ID 15710388;Калининский;Суздальский проспект;93К3;Гражданский проспект;1;5;3;60.0;35000;панельный
Capital Mars;Кировский;Лени Голикова;23К3;Проспект Ветеранов;3;5;4;49.0;45000;панельный
ID 61915256;Приморский;Ланское шоссе;27;Черная речка;5;6;1;31.0;43000;панельный
Будь первым;Пушкинский;проспект Новгородский;8;Купчино;6;25;1;45.0;30000;панельный
ID 13801397;Невский;Народная;19;Ломоносовская;4;5;1;32.0;26000;панельный
Capital Mars;Выборгский;Кустодиева;4К2;Проспект Просвещения;1;18;2;50.0;40000;панельный
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;Приморский;набережная Реки Каменки;21к1;Проспект Просвещения;8;15;1;23.0;18000;панельный
ID 99722962;Калининский;Пискаревский проспект;16;Площадь Ленина;2;9;1;30.5;50000;панельный
Денис Четков;Приморский;Аэродромная;3;Пионерская;7;9;2;43.5;50000;панельный
Адвекс;Приморский;шоссе Суздальское;22к4;Проспект Просвещения;1;7;2;46.4;37500;панельный
ID 87961774;Красногвардейский;проспект Косыгина;28К1;Проспект Большевиков;6;12;1;32.5;32000;панельный
Capital Mars;Московский;Новоизмайловский проспект;38К3;Московская;2;5;3;56.0;50000;панельный
ID 101741954;Выборгский;Есенина;26К1;Проспект Просвещения;9;9;3;58.2;52000;панельный
ID 61193687;Московский;Пулковское шоссе;5К2;Московская;6;12;1;37.0;50000;панельный
Capital Mars;Красногвардейский;Гранитная;18;Новочеркасская;3;5;2;57.0;60000;панельный
ID 1266544;Калининский;Гражданский проспект;108К2;Гражданский проспект;2;5;3;59.9;35000;панельный
ЦАН - Центральное Агентство Недвижимости;Кировский;проспект Народного ополчения;51;Ленинский проспект;3;9;2;40.0;30000;панельный
ID 80249469;Красногвардейский;Полюстрово;10к3;Гражданский проспект;15;26;1;22.0;19000;панельный
ID 107551864;Выборгский;Заречная;19к1;Парнас;13;20;3;57.2;45000;панельный
Capital Mars;Приморский;Богатырский проспект;32к1;Комендантский проспект;10;16;1;43.0;47000;панельный
Capital Mars;Приморский;Аэродромная;11к1;Пионерская;5;9;1;33.0;49999;панельный
ID 84389999;Невский;Октябрьская набережная;64К2;Ломоносовская;2;5;2;46.0;35000;панельный
ID 12539966;Калининский;Гражданский проспект;114К1;Гражданский проспект;9;10;2;54.0;47000;панельный
ID 127633591;Приморский;Стародеревенская;19к1;Комендантский проспект;3;11;1;40.0;35000;панельный
ID 23222610;Кировский;Козлова;15К1;Проспект Ветеранов;3;5;2;46.0;40000;панельный
ID 64537369;Красносельский;проспект Маршала Жукова;45;Ленинский проспект;3;9;1;38.0;28000;панельный
ID 970624;Приморский;Парашютная;25к1;Комендантский проспект;5;25;2;60.0;50000;панельный
Адвекс;Приморский;набережная Реки Каменки;19к1;Проспект Просвещения;21;23;1;16.0;22000;панельный
ID 17830047;Калининский;Тихорецкий проспект;25К4;Политехническая;5;12;3;62.4;36000;панельный
Русский Фонд Недвижимости;Калининский;Демьяна Бедного;16к1;Гражданский проспект;2;9;2;43.6;40000;панельный
Итака;Невский;Искровский проспект;26Б;Улица Дыбенко;7;9;2;47.0;38000;панельный
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;Калининский;проспект Культуры;11К1;Проспект Просвещения;8;9;2;45.0;40000;панельный
ID 61059498;Василеостровский;Кораблестроителей;23К1;Приморская;9;9;2;48.0;55000;панельный
ID 47014405;Пушкинский;Саперная;55к2с7;Купчино;2;6;1;45.0;30000;панельный
ЮСОН;Фрунзенский;Будапештская;71к1;Проспект Славы;6;9;1;36.0;40000;панельный
Домклик Аренда;Красногвардейский;Полюстрово;31к3;Девяткино;13;16;1;27.0;25000;панельный
ID 112267933;Петродворцовый;Львовская;27к2;Ленинский проспект;2;7;1;35.0;28000;панельный
Эрмитаж Галерея Недвижимости;Василеостровский;Наличная;40К7;Приморская;7;9;2;52.0;70000;панельный
ID 12721561;Пушкинский;Ленсоветовский тер.;21;Шушары;1;10;1;43.0;23000;панельный
ID 98896337;Приморский;набережная Реки Каменки;19к3;Парнас;7;26;2;50.0;50000;панельный
Capital Mars;Василеостровский;Кораблестроителей;35К4;Приморская;2;16;1;40.0;50000;панельный
ID 62519792;Приморский;Камышовая;6К1;Комендантский проспект;2;17;3;79.0;55000;панельный
Итака;Красногвардейский;Заневский проспект;28-30-32;Новочеркасская;8;9;1;31.3;35000;панельный
ПИК-Аренда;Выборгский;Заречная;19к1;Парнас;3;19;2;54.3;37000;панельный
Адвекс;Фрунзенский;Южное шоссе;55к4;Проспект Славы;11;20;1;45.0;45000;панельный
ID 15586862;Красногвардейский;Полюстрово;27к2;Гражданский проспект;6;19;1;19.0;20000;панельный
Capital Mars;Василеостровский;набережная Миклухо-Маклая;1к1;Приморская;6;14;1;44.0;70000;панельный
ID 6911914;Приморский;проспект Авиаконструкторов;32;Комендантский проспект;2;10;1;39.2;32000;панельный
ID 90961988;Красногвардейский;Полюстрово;25к1;Девяткино;4;25;1;20.0;18000;панельный
НЕВАДА-ЦЕНТР;Адмиралтейский;Московский проспект;73к4;Фрунзенская;6;11;1;40.0;63000;панельный
Экотон;Калининский;Гражданский проспект;107К1;Гражданский проспект;9;12;2;49.0;40000;панельный
ID 49607123;Красносельский;Ленинский проспект;92К1;Ленинский проспект;9;12;2;55.0;55000;панельный
ID 93746912;Кировский;Стойкости;39;Проспект Ветеранов;7;12;1;32.0;35000;панельный
ID 80305447;Приморский;аллея Поликарпова;10К3;Пионерская;1;10;2;43.0;40000;панельный
ID 76722154;Калининский;Тихорецкий проспект;9К3;Политехническая;3;5;2;47.0;35000;панельный
Елена Коваленко;Курортный;Дубковское шоссе;17;Беговая;8;9;1;34.0;35000;панельный
Итака;Красногвардейский;Пейзажная;24к2;Девяткино;8;22;1;32.1;25000;панельный
ID 47861151;Василеостровский;Кораблестроителей;29К1;Приморская;9;9;1;38.0;45000;панельный
Анатолий Янковский;Приморский;Парашютная;20;Комендантский проспект;5;17;3;70.0;45000;панельный
Петербургская Недвижимость;Выборгский;Композиторов;12;Проспект Просвещения;14;25;1;50.4;50000;панельный
Адвекс;Красногвардейский;проспект Наставников;26К2;Ладожская;7;9;2;51.0;51000;панельный
ЭЛИТцентр;Выборгский;Сантьяго-де-Куба;2К1;Озерки;4;12;3;71.3;59000;панельный
Панорама;Фрунзенский;Белы Куна;7К1;Международная;1;9;3;60.0;55000;панельный
;Приморский;Парашютная;25к2;Комендантский проспект;14;17;1;40.0;55000;панельный
ЭВО;Кировский;Бурцева;18;Проспект Ветеранов;9;10;2;65.0;55000;панельный
BE HOME;Приморский;Парашютная;25к2;Комендантский проспект;14;18;1;41.0;55000;панельный
ID 6754258;Выборгский;Симонова;4к1;Проспект Просвещения;6;11;2;70.0;55000;панельный
ПАН;Московский;проспект Юрия Гагарина;25;Московская;7;9;2;73.0;65000;панельный
Алексей Проскуряков;Пушкинский;проспект Новгородский;8;Купчино;10;22;3;87.0;70000;панельный
Fortuna SPb;Василеостровский;Кораблестроителей;44к2Б;Приморская;5;9;3;71.0;70000;панельный
ПАН;Невский;Крыленко;6к3;Улица Дыбенко;20;25;2;55.5;70000;панельный
Наталья Михайлова;Приморский;проспект Орлово-Денисовский;19к4;Проспект Просвещения;16;26;3;101.0;85000;панельный
Петербургская Недвижимость;Московский;Пулковское шоссе;26к7;Звездная;15;17;3;71.8;80000;панельный
ID 102292643;Василеостровский;Мичманская;2к1;Приморская;8;12;3;79.7;90000;панельный
ID 55505368;Красногвардейский;Полюстрово;25к3;Гражданский проспект;8;25;1;20.9;20000;панельный
АРИСТА;Невский;Подвойского;33к2;Улица Дыбенко;5;9;3;58.1;47000;панельный
ID 20545570;Калининский;Светлановский проспект;93К1;Гражданский проспект;8;9;2;51.0;35000;панельный
Время Инвест;Красногвардейский;Полюстрово;27к2;Девяткино;6;19;1;23.0;20000;панельный
ID 3947950;Красногвардейский;Маршала Тухачевского;37;Ладожская;5;9;2;57.0;45000;панельный
ID 15570506;Невский;Белышева;5.6;Проспект Большевиков;20;24;1;36.0;42000;панельный
ID 61736098;Фрунзенский;Южное шоссе;53к4;Проспект Славы;11;21;1;37.5;45000;панельный
ID 126481467;Невский;Крыленко;33К1;Улица Дыбенко;3;5;2;48.0;39000;панельный
ID 11431906;Выборгский;проспект Культуры;26К1;Проспект Просвещения;7;9;1;36.0;30000;панельный
ID 15395632;Московский;Краснопутиловская;117;Московская;1;5;3;42.0;70000;панельный
Итака;Фрунзенский;Олеко Дундича;24;Дунайская;6;9;2;50.2;38000;панельный
ID 82181102;Фрунзенский;Пражская;15;Международная;7;9;3;62.0;50000;панельный
ID 116010834;Невский;проспект Большевиков;45;Улица Дыбенко;9;9;3;68.0;58000;панельный
Royal Realty;Василеостровский;Кораблестроителей;36/1;Приморская;12;12;3;80.0;100000;панельный
Союз;Московский;Новоизмайловский проспект;26К3;Парк Победы;2;5;2;53.0;40000;панельный
ID 21392661;Калининский;Светлановский проспект;52;Гражданский проспект;6;9;1;31.0;30000;панельный
Адвекс;Красногвардейский;Пейзажная;24к3;Девяткино;17;25;1;20.7;20000;панельный
АН Петро-риэлт;Красносельский;Тамбасова;26К2;Проспект Ветеранов;4;5;3;58.4;35000;панельный
ОКТАВА;Василеостровский;Нахимова;7к3;Приморская;6;16;3;68.1;60000;панельный
Петербургская Недвижимость;Калининский;Брянцева;18;Гражданский проспект;6;9;2;55.7;45000;панельный
Ината;Красносельский;Петергофское шоссе;7К1;Ленинский проспект;4;9;2;44.2;30000;панельный
ID 106542562;Красносельский;шоссе Красносельское;54к6;Проспект Ветеранов;3;16;1;37.0;28000;панельный
ID 109388;Красногвардейский;аллея Евгения Шварца;7с1;Девяткино;7;22;1;30.0;23000;панельный
ID 53875286;Приморский;набережная Реки Каменки;19к4;Проспект Просвещения;10;15;1;36.4;38000;панельный
Смарт Инновации;Василеостровский;Детская;34;Горный институт;4;6;1;53.8;75000;панельный
ID 92680187;Приморский;набережная Реки Каменки;19к1;;2;20;1;25.0;30000;панельный
ID 96951913;Приморский;Приморский проспект;169;Беговая;5;12;3;68.0;65000;панельный
ID 120284458;Кировский;Дачный проспект;36К8;Проспект Ветеранов;9;10;1;39.5;30000;панельный
ID 77805758;Выборгский;Хошимина;11к3;Проспект Просвещения;9;9;3;67.0;65000;панельный
ID 69222101;Московский;проспект Юрия Гагарина;14К4;Парк Победы;1;5;2;44.8;55000;панельный
ID 104793939;Красногвардейский;проспект Энтузиастов;46К2;Ладожская;12;14;2;50.0;34000;панельный
Невский простор;Калининский;Суздальский проспект;77К2;Гражданский проспект;8;9;2;43.6;40000;панельный
ID 127045509;Приморский;проспект Королева;34К1;Комендантский проспект;10;12;2;56.0;60000;панельный
Итака;Приморский;проспект Авиаконструкторов;13;Комендантский проспект;7;9;3;60.0;40000;панельный
ID 60316139;Красносельский;Тамбасова;8К2;Проспект Ветеранов;3;9;2;45.0;35000;панельный
ID 20020243;Приморский;набережная Реки Каменки;25;Проспект Просвещения;23;26;1;20.0;27000;панельный
Адвекс;Приморский;проспект Королева;64к1;Комендантский проспект;9;21;1;24.0;26000;панельный
Эрмитаж Галерея Недвижимости;Красногвардейский;Чарушинская;26к1;Девяткино;9;23;1;20.0;16000;панельный
ID 13102444;Приморский;Богатырский проспект;50к1;Комендантский проспект;1;19;1;42.2;33000;панельный
Екатерина Ермолаева;Красногвардейский;аллея Евгения Шварца;13к1;Девяткино;6;24;2;58.0;35000;панельный
ID 1243174;Красногвардейский;Ленская;17К2;Проспект Большевиков;1;12;2;58.0;33000;панельный
ID 13393639;Приморский;Вербная;17К1;Удельная;1;4;3;72.0;59000;панельный
ID 13749892;Фрунзенский;Южное шоссе;51к1;Проспект Славы;16;25;1;37.0;47000;панельный
ID 16092654;Красногвардейский;Полюстрово;25к2;Девяткино;7;18;2;35.0;33000;панельный
ID 13141750;Красногвардейский;Полюстрово;25к3;Гражданский проспект;21;25;1;31.0;37000;панельный
ID 72154314;Красногвардейский;Белорусская;16К2;;7;10;3;60.0;45000;панельный
ID 90199731;Калининский;Гражданский проспект;114К2;Гражданский проспект;4;5;1;34.0;34000;панельный
ID 14073787;Невский;проспект Большевиков;57К1;Ломоносовская;5;5;2;45.0;37000;панельный
ЭВО;Калининский;проспект Науки;14К7;Академическая;5;5;2;45.78;40000;панельный
Панорама;Невский;Шлиссельбургский проспект;41;Рыбацкое;5;14;2;51.0;43000;панельный
ID 348966;Красногвардейский;Пискаревский проспект;145к5;Девяткино;6;13;1;30.0;33000;панельный
ID 12955860;Невский;Новоселов;29;Ломоносовская;5;5;2;46.0;38000;панельный
ID 6911914;Калининский;проспект Луначарского;106;Гражданский проспект;6;9;3;56.9;48000;панельный
ID 96237930;Красносельский;проспект Ветеранов;139к1;Проспект Ветеранов;5;9;3;60.0;45000;панельный
Твой ДОМ;Красносельский;шоссе Красносельское;54к4;Проспект Ветеранов;5;16;1;42.1;28000;панельный
МАКРОМИР НЕДВИЖИМОСТЬ;Красносельский;шоссе Красносельское;54к4;Проспект Ветеранов;11;16;3;82.0;42000;панельный
ID 77569831;Красносельский;Добровольцев;2;Ленинский проспект;24;24;3;80.0;42000;панельный
ID 72319491;Красногвардейский;проспект Энергетиков;9к6;Ладожская;21;21;1;37.0;48000;панельный
ЮВИКОЛ;Красногвардейский;Бестужевская;41;Лесная;3;5;2;45.0;40000;панельный
ID 51543035;Невский;Коллонтай;6к2;Проспект Большевиков;15;17;1;35.3;35000;панельный
Анатолий Янковский;Приморский;Планерная;43К1;Комендантский проспект;10;10;2;51.0;40000;панельный
Ината;Приморский;Шаврова;9;Комендантский проспект;2;10;2;50.4;42000;панельный
ID 96696509;Приморский;набережная Реки Каменки;17к2;Проспект Просвещения;3;14;1;36.7;38000;панельный
Елена Мацегора;Приморский;Камышовая;48К3;Комендантский проспект;8;13;2;56.4;45000;панельный
РусланD;Калининский;Суздальский проспект;93К1;Гражданский проспект;3;9;1;33.4;40000;панельный
ID 72821113;Красногвардейский;Полюстрово;8к4;Девяткино;3;23;1;32.0;24000;панельный
Этажи Санкт-Петербург;Калининский;Тимуровская;6К1;Гражданский проспект;4;5;1;29.8;35000;панельный
МИДОМ;Красногвардейский;Полюстрово;11к3;Девяткино;13;14;1;20.0;24000;панельный
ID 15449497;Калининский;Гражданский проспект;79К1;Академическая;4;5;2;45.0;40000;панельный
ID 130321388;Красносельский;Маршала Казакова;22К2;Автово;7;17;3;75.0;55000;панельный
ЭВО;Красносельский;Морской Пехоты;26к2;Автово;7;25;-1;23.0;35000;панельный
Невский Альянс;Приморский;набережная Реки Каменки;21к1;Парнас;13;26;1;22.0;25000;панельный
ID 88435900;Невский;Белышева;5.6;Проспект Большевиков;1;16;1;39.0;35000;панельный
ID 107370736;Колпинский;шоссе Рубежное;10;Рыбацкое;3;5;1;27.4;25000;панельный
Экотон;Московский;проспект Юрия Гагарина;73;Звездная;9;17;1;36.0;42000;панельный
ID 15607082;Невский;Архивная;9к1;Проспект Большевиков;2;22;1;38.0;45000;панельный
Capital Mars;Московский;проспект Юрия Гагарина;14К4;Парк Победы;1;5;2;44.0;50000;панельный
ID 129046;Приморский;проспект Королева;39К2;Комендантский проспект;6;12;1;40.0;34000;панельный
ID 105261938;Невский;Евдокима Огнева;4К1;Улица Дыбенко;5;9;3;59.3;50000;панельный
Итака;Красногвардейский;Пейзажная;10;Девяткино;23;25;2;55.0;35000;панельный
ID 88510587;Красногвардейский;проспект Энтузиастов;43к1;Ладожская;4;16;2;63.0;40000;панельный
ID 127938666;Приморский;проспект Королева;19;Комендантский проспект;2;9;3;63.0;39000;панельный
ID 50430233;Приморский;Камышовая;6К1;Комендантский проспект;12;12;1;40.0;37000;панельный
Итака;Приморский;Савушкина;123к1;Беговая;5;10;1;40.0;39000;панельный
ID 47634878;Выборгский;проспект Энгельса;128;Озерки;7;12;3;65.0;45000;панельный
ID 40878625;Приморский;шоссе Суздальское;24к2;Проспект Просвещения;4;25;1;35.8;40000;панельный
Адвекс;Выборгский;Сантьяго-де-Куба;8К2;Проспект Просвещения;5;9;2;45.7;40000;панельный
ID 12955860;Фрунзенский;Будапештская;106К1;Дунайская;5;10;1;42.0;42000;панельный
ID 100473167;Красносельский;Маршала Казакова;44к2;Автово;3;17;1;45.0;45000;панельный
Итака;Выборгский;Придорожная аллея;21;Проспект Просвещения;6;9;3;61.0;40000;панельный
Домклик Аренда;Красногвардейский;проспект Энтузиастов;40К2;Ладожская;10;12;1;40.0;43000;панельный
Невский Альянс;Красногвардейский;Полюстрово;12к1;Гражданский проспект;14;26;1;27.0;22000;панельный
ID 12583273;Красногвардейский;проспект Наставников;13;Проспект Большевиков;6;9;2;50.0;43000;панельный
Этажи Санкт-Петербург;Приморский;Богатырский проспект;32к1;Комендантский проспект;10;15;1;43.0;47000;панельный
Корпус;Красногвардейский;Пискаревский проспект;165к1;;11;14;2;51.0;48000;панельный
ID 61692765;Приморский;Комендантский проспект;29К1;Комендантский проспект;4;17;1;36.0;40000;панельный
Юнона;Приморский;набережная Реки Каменки;23;Проспект Просвещения;22;25;1;19.0;25000;панельный
ID 77812347;Невский;Народная;11к2;Ломоносовская;14;16;1;40.0;35000;панельный
Галина Светлова;Фрунзенский;проспект Славы;10К2;Проспект Славы;2;5;2;45.1;45000;панельный
Экотон;Красногвардейский;Полюстрово;10к3;Гражданский проспект;2;23;1;32.0;21000;панельный
ID 130900936;Выборгский;Первого Мая;107к6;Проспект Просвещения;1;10;2;62.0;35000;панельный
Руслана Ковалык;Приморский;Парашютная;58;Комендантский проспект;18;21;1;37.0;35000;панельный
Адвекс;Московский;проспект Космонавтов;29К2;Московская;2;5;3;58.1;68000;панельный
ID 88902414;Невский;Коллонтай;5.1;Проспект Большевиков;11;22;1;34.6;42000;панельный
Адвекс;Фрунзенский;Дунайский проспект;48К1;Дунайская;2;9;1;38.0;35000;панельный
Аватерра;Пушкинский;Пушкинская;36;Купчино;8;10;1;43.6;28000;панельный
ID 101741966;Приморский;Шаврова;27;Комендантский проспект;8;11;3;87.9;45000;панельный
ЭксперТ;Колпинский;Веры Слуцкой;81;Шушары;5;9;1;41.0;25000;панельный
ID 11093452;Красносельский;Ленинский проспект;92К1;Ленинский проспект;3;12;3;75.0;56000;панельный
ID 98053665;Невский;Подвойского;20к1;Улица Дыбенко;3;9;3;74.0;55000;панельный
Этажи Санкт-Петербург;Выборгский;проспект Культуры;26К1;Проспект Просвещения;4;9;1;35.0;45000;панельный
ID 75086579;Приморский;Богатырский проспект;41К1;Комендантский проспект;7;12;2;56.4;40000;панельный
ID 35482598;Приморский;Лидии Зверевой;3к1;Комендантский проспект;14;25;1;32.4;34000;панельный
Аватерра;Выборгский;Сиреневый бульвар;22/26;Проспект Просвещения;2;9;2;51.8;35000;панельный
Адвекс;Выборгский;Сантьяго-де-Куба;2К1;Озерки;10;12;2;53.4;43000;панельный
ID 93840535;Красногвардейский;Коммуны;26к1;Ладожская;7;12;1;36.0;40000;панельный
Этажи Санкт-Петербург;Красногвардейский;проспект Васнецовский;22;Девяткино;21;25;1;36.0;25000;панельный
Сергей Шапкин;Приморский;проспект Королева;73;Комендантский проспект;8;20;1;45.0;55000;панельный
SazonovEstate;Пушкинский;проспект Старорусский;11;Купчино;7;12;3;71.0;30000;панельный
ID 105248590;Красногвардейский;Полюстрово;12к2;Девяткино;6;26;1;22.0;24000;панельный
ID 84146613;Курортный;Приморское шоссе;346;Беговая;2;5;2;45.2;30000;панельный
Северный модерн;Приморский;Богатырский проспект;5К3;Пионерская;1;9;1;32.0;30000;панельный
ID 128790812;Красносельский;Пионерстроя;21К2;Ленинский проспект;2;16;1;35.5;27000;панельный
ID 79966763;Невский;Крыленко;7К1;Улица Дыбенко;9;9;1;29.6;30000;панельный
ID 112791317;Приморский;Глухарская;33к1;Комендантский проспект;18;19;1;42.0;35000;панельный
ID 20036290;Приморский;проспект Орлово-Денисовский;15к1;Проспект Просвещения;3;14;1;34.1;32000;панельный
